min_deg,max_deg,number_component,number_articul,numbertriangle,clique_number,max_independent_set,distribution
1,18,1,2,662,14,5,0
0,17,2,0,513,13,5,1
0,18,2,0,672,13,5,0
0,18,2,0,641,13,4,1
1,19,1,1,854,15,4,0
0,18,2,1,608,15,5,0
1,16,1,2,527,15,5,0
1,19,1,2,724,15,5,0
4,18,1,0,655,13,4,1
2,20,1,0,755,14,4,1
0,15,2,0,354,10,5,0
0,15,2,1,381,11,5,0
3,21,1,0,959,16,3,0
3,16,1,0,435,12,4,0
0,21,2,1,1160,17,5,0
2,21,1,0,1165,18,4,0
2,17,1,0,592,14,4,0
1,20,1,2,1068,18,4,1
1,20,1,1,809,15,4,1
1,19,2,1,781,15,5,0
1,18,2,0,704,16,4,0
4,21,1,0,866,14,3,1
2,23,1,0,1372,19,3,0
0,18,2,0,827,16,4,0
7,21,1,0,924,15,3,0
2,18,1,0,746,14,4,1
3,19,1,0,732,14,4,0
1,20,2,0,1016,17,4,0
1,20,1,2,733,15,4,1
0,18,2,0,709,14,5,0
0,18,2,0,596,13,5,0
3,21,1,0,1212,18,3,0
1,19,1,2,760,14,4,0
3,21,1,0,1099,17,3,0
2,20,1,0,676,12,4,1
0,19,3,0,751,15,5,0
0,16,3,2,459,13,6,0
2,20,1,0,1050,16,4,0
4,16,1,0,462,12,4,1
2,19,1,0,655,14,4,0
1,21,2,1,1316,19,4,0
1,17,2,2,511,13,5,0
2,20,1,0,659,12,3,1
2,18,1,0,699,16,4,1
4,21,1,0,941,15,3,1
1,20,1,1,868,15,4,1
1,18,1,1,539,12,4,1
1,22,1,1,831,15,3,1
4,18,1,0,721,15,4,0
1,20,1,1,896,15,4,1
4,18,1,0,649,13,3,1
0,20,3,0,844,15,4,0
4,17,1,0,559,12,4,1
1,20,1,1,922,15,4,0
0,22,2,0,1126,16,4,0
1,22,1,1,899,15,3,1
1,22,1,1,1126,16,3,0
0,22,2,1,1375,20,4,1
0,18,2,0,625,13,4,0
2,20,1,0,1017,17,4,0
5,18,1,0,545,11,3,1
0,21,2,0,704,13,4,0
5,21,1,0,872,15,3,1
6,21,1,0,1074,15,3,0
6,19,1,0,615,12,3,1
0,20,2,0,796,14,4,0
2,21,1,1,1050,17,3,0
0,19,2,0,877,15,4,1
0,20,2,0,817,14,4,1
1,18,1,2,552,13,4,0
0,22,3,0,1268,18,4,1
2,19,1,0,863,15,4,0
1,16,1,1,436,10,5,1
9,22,1,0,860,14,3,1
6,19,1,0,774,15,3,1
3,17,1,0,531,12,4,0
0,20,2,0,837,15,4,0
4,19,1,0,772,15,3,1
7,20,1,0,754,14,3,1
1,17,1,2,490,12,4,1
4,19,1,0,601,11,3,1
4,21,1,0,1065,17,3,0
3,19,1,0,692,12,4,1
1,16,1,1,440,11,4,1
4,18,1,0,608,12,4,1
2,22,1,0,1243,18,3,0
1,20,2,0,1183,18,4,0
4,18,1,0,576,11,4,1
6,15,1,0,372,11,4,0
0,18,2,2,751,16,5,0
3,21,1,0,1042,16,3,1
0,19,2,1,721,13,5,0
2,18,1,0,430,11,4,1
6,20,1,0,888,15,3,1
1,22,1,1,1072,16,3,1
0,19,2,0,735,14,4,0
3,18,1,0,606,14,4,0
0,19,2,0,703,13,4,1
2,21,1,1,1176,19,3,0
0,19,2,0,745,14,4,0
0,18,2,0,568,12,4,1
0,19,2,1,698,13,4,0
6,19,1,0,613,12,3,1
0,19,2,0,744,13,4,0
1,22,1,1,1190,17,3,1
2,18,1,0,544,11,4,1
4,19,1,0,522,14,3,0
2,21,1,0,969,16,3,1
0,20,2,0,832,15,4,1
4,20,1,0,889,15,3,1
3,22,1,0,1006,15,3,0
0,20,2,1,979,17,4,0
0,21,3,0,1281,18,4,0
2,20,1,0,814,16,3,1
5,20,1,0,847,15,3,1
3,17,1,0,550,14,4,0
0,22,3,0,1450,19,4,0
0,16,2,0,435,12,4,0
0,16,2,0,553,14,5,0
0,22,2,0,1607,21,4,0
2,20,1,0,739,13,3,1
4,22,1,0,1198,16,3,0
0,23,2,0,1441,19,3,0
2,20,1,2,937,16,4,0
2,20,1,0,744,14,4,1
1,19,1,1,617,12,4,1
3,20,1,0,894,15,3,0
0,20,2,2,731,14,5,0
7,22,1,0,1122,16,3,0
3,15,1,0,386,12,4,0
2,18,1,0,693,14,4,0
1,18,2,0,615,14,5,1
4,21,1,0,914,14,3,1
5,20,1,0,773,13,3,1
7,19,1,0,824,14,3,0
2,20,1,1,925,16,3,1
5,21,1,0,917,14,3,1
0,20,2,1,662,14,5,0
4,22,1,0,1050,15,3,0
1,19,1,1,817,16,3,0
2,21,1,0,1010,16,4,0
2,15,1,1,431,12,4,1
4,20,1,0,899,15,3,1
2,16,1,0,486,13,5,0
3,18,1,0,674,14,4,1
3,17,1,0,553,12,4,1
0,18,2,3,788,17,6,0
0,14,2,0,303,10,5,0
0,18,2,0,629,13,5,0
2,20,1,0,608,13,4,1
1,16,1,1,431,10,4,1
6,18,1,0,649,13,4,1
3,20,1,0,781,14,3,1
1,17,1,1,559,14,5,0
3,22,1,0,922,15,3,1
4,18,1,0,750,14,3,1
0,18,3,1,648,13,6,0
1,18,1,2,692,14,4,0
1,18,1,1,633,14,5,0
1,18,1,1,640,13,4,0
3,18,1,0,570,13,4,1
2,17,1,0,527,12,4,0
2,16,1,2,571,14,5,0
5,17,1,0,526,12,3,1
4,18,1,0,546,11,4,1
0,21,2,1,919,17,5,0
1,21,1,1,960,15,4,1
0,18,2,1,616,13,5,0
0,18,2,0,628,13,5,0
1,21,2,0,911,15,3,1
3,19,1,0,652,13,4,1
1,18,1,1,603,13,4,1
5,20,1,0,897,16,3,1
1,21,2,0,980,15,4,0
9,22,1,0,883,14,3,1
3,22,1,0,1168,16,3,1
2,20,1,0,745,15,4,0
0,17,2,0,507,12,5,0
8,19,1,0,534,11,3,1
4,21,1,0,897,14,3,1
0,20,2,2,1121,18,5,0
1,22,1,1,996,16,4,1
1,18,1,1,678,15,4,0
2,19,1,1,466,11,5,0
3,19,1,0,798,15,4,1
0,19,3,0,626,12,5,0
2,18,1,0,715,14,4,1
5,19,1,0,773,15,3,1
4,20,1,0,717,13,3,1
4,17,1,0,535,13,4,1
1,20,1,1,909,17,4,0
0,16,3,0,498,13,6,0
0,19,2,0,555,13,5,0
2,17,1,1,454,11,4,0
4,20,1,0,821,15,3,1
0,21,2,0,918,15,4,0
0,20,2,0,792,16,4,0
2,21,1,0,678,14,3,1
2,19,1,0,707,15,4,0
2,18,1,0,805,15,4,0
3,22,1,0,1166,16,3,1
1,20,1,1,911,16,4,1
0,19,2,0,813,14,4,1
1,21,1,1,956,15,4,1
1,19,1,2,801,15,4,0
3,16,1,0,383,11,4,1
0,20,2,0,807,17,4,0
2,18,1,0,819,16,4,0
5,19,1,0,787,14,3,1
1,20,2,0,923,15,4,1
2,18,1,1,719,14,4,0
1,21,1,1,1295,18,4,0
1,19,1,1,670,14,4,1
0,18,2,0,542,12,4,0
1,19,2,1,863,15,5,0
5,17,1,0,403,11,4,1
2,20,1,1,755,13,3,0
0,23,2,0,1166,17,3,0
5,17,1,0,490,11,4,1
2,20,1,2,725,15,3,0
6,19,1,0,651,12,3,1
4,20,1,0,800,14,3,1
2,21,1,0,954,15,3,0
5,21,1,0,893,15,3,1
4,18,1,0,673,13,3,0
3,18,1,0,828,16,4,1
1,20,1,1,700,13,4,0
1,19,1,2,923,17,4,0
0,18,2,0,662,15,4,0
1,16,1,2,548,14,5,0
1,20,1,1,730,13,4,1
3,17,1,0,483,11,4,1
1,21,2,0,777,15,4,0
1,19,2,0,935,17,4,0
0,20,2,0,727,12,4,1
3,20,1,0,1073,17,3,1
5,19,1,0,778,15,3,0
0,20,2,2,742,15,5,0
3,17,1,0,557,14,4,0
0,23,2,0,877,14,3,1
0,20,3,0,703,13,5,0
2,20,1,0,796,15,4,0
0,20,3,0,712,13,5,0
0,18,2,0,530,14,4,0
0,19,4,0,801,15,5,0
1,18,1,2,769,15,4,0
1,21,1,1,924,15,3,1
0,21,3,0,935,16,4,1
2,19,1,0,929,16,4,0
0,20,2,1,1026,17,4,0
4,19,1,0,850,16,3,0
0,21,3,1,1034,16,5,0
1,19,1,2,616,13,4,0
0,17,2,2,466,11,5,0
5,21,1,0,1121,18,3,0
3,18,1,0,702,13,4,1
4,20,1,0,662,12,4,1
1,23,1,1,1317,16,3,1
1,17,1,1,533,12,4,0
0,19,2,0,612,13,4,1
3,19,1,0,803,15,4,1
8,23,1,0,1061,16,3,1
1,16,1,2,472,13,5,0
3,18,1,0,604,13,4,1
0,18,2,1,780,15,5,0
0,21,2,0,841,14,4,0
2,21,1,0,1071,17,3,0
1,22,1,1,711,13,3,1
2,18,1,0,572,12,4,0
0,16,2,1,451,13,5,0
0,19,2,0,778,15,5,1
7,21,1,0,1065,16,3,1
0,17,3,0,521,14,6,0
0,20,3,0,900,15,5,0
1,20,1,1,953,16,4,1
1,20,1,1,835,16,4,0
1,19,1,1,823,14,4,0
8,23,1,0,1108,16,2,1
0,20,3,0,850,15,5,0
4,19,1,0,629,13,3,1
6,20,1,0,864,15,3,1
0,22,2,0,1222,18,4,0
6,16,1,0,411,9,4,1
5,18,1,0,651,12,3,0
3,19,1,1,973,17,4,0
1,16,1,3,486,14,5,0
0,14,2,0,384,11,5,0
0,19,2,0,877,15,4,0
2,20,1,0,729,15,3,0
1,18,1,1,593,11,4,1
0,19,2,0,594,12,4,0
0,16,2,0,406,10,5,1
3,16,1,0,512,13,4,0
2,22,1,0,1445,19,3,0
5,19,1,0,914,16,3,1
1,18,2,0,580,14,4,0
0,21,2,0,1047,17,4,1
2,20,1,0,844,15,3,1
0,19,2,0,689,13,4,1
4,19,1,0,641,13,4,1
10,22,1,0,1099,15,3,1
1,19,1,1,908,16,4,0
1,22,2,0,1249,18,3,0
1,15,1,1,406,10,4,1
9,23,1,0,1263,17,3,1
3,22,1,0,1198,17,3,1
1,17,2,0,505,13,4,0
0,21,2,0,888,15,4,0
8,21,1,0,645,13,3,1
1,20,1,1,894,16,4,0
0,18,2,0,708,15,5,0
2,18,1,0,579,13,4,1
2,18,1,0,591,12,4,1
3,19,1,0,843,15,3,0
5,17,1,0,531,12,3,1
0,17,3,1,611,14,5,0
1,18,1,1,581,12,4,1
4,22,1,0,1052,15,3,1
1,22,1,1,1185,16,3,1
0,20,2,0,700,14,4,0
1,18,1,1,633,14,5,1
0,17,2,1,467,11,6,0
1,13,1,1,264,9,5,0
2,18,1,0,607,13,4,0
0,16,2,0,485,12,4,0
2,21,1,0,1111,18,3,1
3,19,1,0,583,11,4,0
9,18,1,0,560,12,3,1
3,22,1,0,1198,18,3,1
6,20,1,0,779,14,3,1
2,19,1,0,808,15,4,0
2,19,1,0,619,13,4,0
6,22,1,0,915,14,3,1
2,19,1,0,649,14,4,0
0,20,2,0,812,15,4,0
1,21,1,2,1023,15,4,1
5,23,1,0,1089,17,3,1
0,19,2,3,824,15,5,0
0,20,2,0,812,16,4,0
3,20,1,0,971,16,3,0
0,21,3,0,954,16,5,0
1,19,1,1,672,14,4,0
2,18,1,0,549,13,4,0
1,21,2,0,1066,17,4,0
1,16,1,1,478,12,4,1
0,20,2,0,631,12,4,0
3,16,1,0,418,13,4,1
6,19,1,0,790,13,3,1
4,20,1,0,957,15,3,0
1,22,2,0,1209,18,3,0
2,22,1,0,943,14,3,1
2,19,1,0,777,14,4,0
4,19,1,0,706,13,4,0
2,19,1,0,746,15,4,1
0,20,2,0,974,16,4,0
4,21,1,0,1025,18,3,1
1,20,2,0,760,13,4,0
1,20,1,1,873,16,4,1
0,21,2,0,950,15,4,0
4,17,1,0,516,12,4,1
1,21,1,3,1266,19,4,0
0,18,3,0,579,13,5,0
3,19,1,0,731,13,3,1
0,20,2,2,956,16,5,0
2,20,1,0,735,13,3,1
0,18,2,1,645,15,5,0
0,19,2,0,723,15,5,0
1,19,2,0,739,17,4,1
1,20,1,1,1053,17,4,0
4,18,1,0,639,14,4,0
0,22,2,0,1177,18,4,0
0,20,3,0,1051,17,5,0
5,21,1,0,1019,16,3,1
7,16,1,0,481,11,3,1
1,19,1,1,673,14,4,1
1,19,2,1,753,15,5,0
0,17,2,2,699,15,6,0
1,17,2,0,621,15,4,0
0,18,2,0,638,14,4,1
3,22,1,0,1483,20,3,0
7,18,1,0,577,11,3,1
7,22,1,0,1143,15,3,1
1,18,1,1,504,11,4,1
3,20,1,0,893,15,3,1
2,22,1,1,1375,18,3,1
1,20,1,2,886,15,4,0
11,22,1,0,828,13,2,1
6,16,1,0,462,10,4,1
0,20,2,0,1091,18,4,0
1,18,2,1,534,14,5,0
4,20,1,0,957,16,3,1
1,18,1,1,522,12,4,0
0,14,2,0,366,9,4,0
4,16,1,0,506,12,4,0
0,18,2,2,676,15,5,0
1,21,1,2,927,15,4,0
1,17,1,2,536,12,5,0
5,17,1,0,521,11,3,1
2,21,1,0,949,14,3,0
4,21,1,0,1162,19,3,0
0,21,2,0,1021,16,4,0
6,21,1,0,1000,15,3,1
3,19,1,0,727,13,4,1
1,20,2,0,642,12,4,0
0,21,2,0,902,15,4,0
1,18,1,3,710,16,5,0
1,22,1,1,1203,18,3,0
4,21,1,0,1114,17,3,1
3,21,1,0,1033,16,3,0
4,16,1,0,437,10,4,1
4,19,1,0,579,12,4,1
1,19,1,1,731,14,4,1
5,19,1,0,691,12,3,1
6,20,1,0,816,14,3,0
5,21,1,0,840,14,3,1
1,20,2,0,786,15,4,0
6,19,1,0,692,13,3,0
3,19,1,0,540,11,4,1
3,19,1,0,680,14,4,1
5,23,1,0,1003,14,3,1
0,16,2,0,497,14,5,0
4,18,1,0,542,12,4,1
5,21,1,0,699,14,3,1
1,19,1,1,670,14,4,1
4,21,1,0,1118,17,3,0
8,22,1,0,1155,16,3,1
3,15,1,2,473,13,5,0
2,18,1,0,607,13,4,0
0,20,2,0,937,15,4,1
0,19,4,0,763,15,5,0
3,19,1,0,875,16,3,0
4,19,1,0,738,14,4,1
4,17,1,0,483,12,4,1
4,19,1,0,698,13,4,0
6,16,1,0,474,12,3,1
1,22,1,1,1143,16,4,1
4,18,1,0,487,11,3,1
6,19,1,0,748,14,3,1
5,20,1,0,767,15,3,1
2,20,1,0,798,15,4,1
2,20,1,0,703,13,4,1
2,17,1,0,526,13,4,1
4,20,1,0,828,15,3,1
1,18,1,1,508,12,4,1
0,21,2,0,1005,16,4,0
1,20,1,2,564,12,4,0
2,18,1,0,723,15,4,0
5,22,1,0,972,14,3,1
4,19,1,0,823,15,3,1
0,18,3,2,747,16,5,0
1,20,1,1,753,14,4,0
3,18,1,1,536,14,3,0
1,21,1,3,1100,17,4,1
1,17,1,1,481,11,4,1
6,15,1,0,384,10,3,1
3,20,1,0,792,13,3,1
0,19,2,2,814,15,5,1
0,17,2,0,649,15,5,0
1,20,1,1,653,13,4,1
1,21,1,1,1100,17,4,0
4,21,1,0,926,15,3,1
4,22,1,0,976,15,3,1
7,19,1,0,621,14,3,1
0,20,2,0,853,15,4,0
2,19,1,1,797,15,4,0
4,20,1,0,994,16,3,1
3,19,1,0,766,15,4,1
4,16,1,0,450,13,4,0
2,20,1,0,757,15,3,1
2,18,1,0,651,14,4,1
3,19,1,0,701,14,4,0
2,13,1,0,323,9,5,0
1,20,2,0,782,15,4,0
1,21,1,1,745,15,4,1
1,19,1,1,835,16,4,1
6,22,1,0,1189,17,3,0
0,21,2,0,1074,18,4,0
0,23,2,0,1362,17,3,0
1,18,1,1,607,13,4,0
4,19,1,0,810,15,3,1
1,19,1,1,749,14,4,0
3,21,1,0,897,15,3,0
3,18,1,0,715,14,4,0
3,17,1,0,476,11,4,1
4,18,1,0,467,11,3,1
3,19,1,0,626,12,3,1
3,20,1,0,775,14,3,0
2,19,1,0,846,16,4,0
6,19,1,0,766,13,3,1
2,17,1,0,486,12,4,0
3,17,1,1,435,10,4,0
2,18,1,0,700,14,4,1
0,16,2,0,483,11,4,1
1,16,3,0,434,14,5,0
2,19,1,0,861,15,4,0
0,18,2,1,612,13,5,1
0,21,3,0,1010,17,5,0
1,17,1,1,656,14,4,0
1,19,1,1,666,13,4,0
0,17,2,0,540,12,4,0
2,18,1,1,561,12,4,1
0,19,2,0,699,13,5,0
0,17,3,1,592,14,6,0
4,20,1,0,752,14,3,1
1,20,2,0,822,14,4,0
3,18,1,0,537,11,4,1
3,22,1,0,1278,17,3,0
1,19,1,1,719,13,4,1
1,21,1,1,778,14,4,0
5,19,1,0,669,13,3,1
6,20,1,0,777,15,3,1
2,18,1,0,534,11,4,1
0,18,4,0,626,14,6,0
2,16,1,1,347,10,4,1
0,18,2,0,572,14,4,0
5,20,1,0,650,11,3,1
2,20,1,0,932,15,4,1
4,18,1,0,611,13,4,1
4,17,1,0,522,12,4,0
4,18,1,0,724,15,4,0
0,17,2,0,494,11,4,1
2,17,1,0,540,12,4,1
4,19,1,0,745,14,3,1
0,21,3,0,1084,17,4,0
6,20,1,0,855,14,3,1
2,21,1,0,766,13,3,1
5,17,1,0,503,11,4,1
2,18,1,0,635,14,3,1
0,22,3,0,1188,17,4,0
7,21,1,0,893,14,3,1
5,19,1,0,862,16,3,0
10,23,1,0,1429,18,3,1
0,19,2,0,596,13,4,0
1,17,1,2,584,13,4,0
0,19,2,0,659,12,4,1
4,19,1,0,645,12,4,1
1,17,2,0,621,14,4,0
2,20,1,0,737,13,3,1
3,20,1,0,612,15,3,0
0,18,3,1,766,15,5,0
0,21,2,0,851,14,4,1
1,19,1,1,809,16,4,1
0,18,2,2,719,15,5,0
1,21,1,2,1003,16,4,0
4,17,1,0,459,11,4,1
4,23,1,0,892,14,3,1
0,19,3,0,577,12,5,0
3,17,2,1,716,17,3,0
0,20,3,1,1000,17,5,0
0,18,2,3,553,14,6,0
0,19,2,0,785,16,4,0
3,18,1,0,555,14,4,0
4,20,1,0,882,15,4,1
2,20,1,0,949,17,4,0
0,18,2,0,663,14,5,0
1,21,1,1,979,16,3,0
1,22,1,1,1044,16,3,0
0,14,3,1,311,10,7,0
7,19,1,0,681,12,3,1
1,18,1,1,767,16,4,1
0,17,2,0,481,11,5,0
4,19,1,0,883,16,3,0
0,18,2,0,585,14,4,1
0,22,2,0,1011,16,4,0
4,19,1,0,768,15,3,1
0,17,3,0,632,15,5,0
0,19,2,0,752,14,5,1
8,21,1,0,859,13,3,1
3,21,1,0,973,16,3,1
4,18,1,0,627,13,4,1
2,21,1,0,899,16,4,1
4,17,1,0,529,12,4,0
1,15,1,2,338,11,5,0
2,18,1,3,675,14,5,0
1,19,1,1,595,12,4,1
7,20,1,0,894,15,3,1
1,16,1,2,416,12,5,0
4,19,1,0,690,15,3,1
4,19,1,0,541,12,4,1
4,20,1,0,862,15,3,0
2,18,1,0,660,14,4,1
5,16,1,0,453,12,3,1
0,14,2,1,278,10,6,0
9,22,1,0,1363,19,3,1
2,21,1,1,958,16,3,0
0,19,2,0,675,14,4,0
2,14,2,1,309,12,5,0
0,21,2,1,886,16,4,0
0,21,2,1,1091,17,4,0
0,22,2,0,1248,17,4,1
0,20,2,0,746,13,4,0
1,18,2,0,630,14,5,0
2,17,1,2,623,16,5,0
3,20,1,0,845,14,4,0
0,22,2,0,1623,20,3,0
1,22,1,1,773,15,3,0
1,20,1,1,729,14,4,1
0,20,2,0,825,15,4,1
2,21,1,0,941,17,3,0
1,19,1,3,650,13,5,0
6,21,1,0,951,15,3,1
2,17,1,0,483,13,4,0
5,21,1,0,974,16,3,1
0,14,4,0,292,8,6,0
0,20,2,0,804,15,4,0
7,21,1,0,884,15,3,1
0,19,3,2,815,15,6,0
2,17,1,1,461,13,4,0
1,19,1,1,627,12,4,1
4,19,1,0,777,15,3,1
0,17,3,1,498,12,5,0
1,20,2,2,878,16,4,0
4,21,1,0,828,16,3,1
1,16,2,0,455,11,4,1
1,20,1,1,708,13,4,1
0,17,3,0,569,14,6,0
5,21,1,0,936,17,3,0
2,19,1,1,622,12,3,1
1,21,2,0,1013,16,4,1
4,20,1,0,597,12,3,1
6,21,1,0,631,12,3,0
2,17,1,0,478,11,4,1
2,21,1,0,866,14,4,0
4,15,1,0,385,10,4,0
5,21,1,0,880,15,3,1
0,18,2,1,608,13,5,0
1,20,1,1,994,16,4,0
0,18,2,0,602,14,4,0
2,17,1,0,610,13,4,1
0,19,2,0,751,14,4,0
2,20,1,0,662,12,4,1
7,22,1,0,1169,19,3,1
0,18,2,1,499,12,5,0
3,19,1,0,700,13,4,1
1,18,1,1,635,12,4,1
0,16,3,0,487,13,6,0
0,22,3,0,1003,16,4,0
6,21,1,0,708,14,3,1
0,23,2,0,1325,18,3,0
1,21,2,0,911,15,3,0
0,18,2,0,660,13,4,0
2,18,1,1,536,12,4,0
0,19,3,0,704,14,5,0
1,19,1,1,652,14,4,0
5,20,1,0,843,15,3,1
2,17,1,0,475,11,4,1
0,20,2,1,834,15,5,0
5,21,1,0,1102,16,3,1
10,22,1,0,1071,16,3,1
1,22,1,1,1275,18,4,1
0,20,2,0,725,14,4,1
3,20,1,0,986,16,3,1
0,20,2,1,1046,17,5,0
2,20,1,0,775,15,3,1
0,20,2,0,693,13,4,1
2,19,1,0,575,11,4,1
1,20,1,1,980,16,4,1
10,23,1,0,952,14,3,1
0,22,3,0,1249,18,4,0
1,20,1,2,679,15,4,1
3,20,1,0,910,15,3,1
0,19,2,1,717,16,5,0
1,21,1,2,1173,17,4,0
0,20,2,2,814,15,5,0
4,18,1,0,534,11,4,1
2,18,1,0,592,11,4,1
3,21,1,0,1228,19,3,1
0,19,2,0,867,15,4,1
1,21,1,1,966,16,4,1
7,22,1,0,888,14,3,1
3,20,1,0,1015,16,3,0
4,18,1,1,738,17,4,1
0,20,2,0,633,12,4,1
4,18,1,0,592,13,3,0
9,21,1,0,856,13,3,1
3,19,1,0,602,13,4,0
3,20,1,0,870,16,3,1
2,21,1,0,834,14,3,1
1,20,1,1,821,15,4,1
4,18,1,0,622,11,3,0
2,20,1,2,648,13,4,0
1,21,1,1,876,14,4,0
6,20,1,0,803,13,3,1
2,21,1,0,1010,17,3,1
5,17,1,0,504,10,4,1
4,20,1,0,750,13,4,1
5,22,1,0,1004,16,3,1
0,19,2,0,758,15,4,1
3,19,1,0,639,12,4,1
2,14,1,0,387,12,4,0
1,19,2,1,808,17,4,0
0,18,3,0,537,11,5,0
1,16,2,0,513,13,5,0
1,20,1,1,659,12,3,1
0,18,3,0,711,14,5,0
3,21,1,0,676,13,3,1
1,20,1,1,884,15,4,0
6,19,1,0,652,13,3,1
3,19,1,0,685,13,3,1
0,17,2,0,525,12,5,0
0,21,2,0,1070,17,4,0
2,18,1,0,629,12,4,0
0,19,3,0,571,12,5,0
4,16,1,0,432,10,4,1
3,21,1,0,1198,17,3,1
0,20,4,0,676,13,6,0
2,17,1,0,509,12,4,1
0,19,2,0,659,13,5,0
2,20,1,0,922,15,3,1
1,21,1,1,1255,19,3,0
2,17,1,0,470,11,4,1
1,19,1,1,930,17,4,0
1,18,2,0,523,11,5,0
6,17,1,0,520,12,3,0
4,17,1,0,575,13,4,1
6,16,1,0,448,10,3,1
6,21,1,0,919,14,3,1
12,24,1,0,1361,17,2,1
3,21,1,0,1126,17,3,1
0,18,2,0,568,13,4,1
6,19,1,0,712,13,3,1
1,20,1,1,898,16,4,0
4,18,1,0,666,14,3,1
0,19,2,0,622,13,4,1
2,21,1,0,1048,16,3,0
0,19,3,1,694,15,6,0
0,23,2,0,1293,17,3,0
0,23,2,0,991,18,3,1
0,21,2,0,1052,18,4,0
0,22,2,1,1180,19,4,1
0,22,2,0,943,15,4,0
0,21,3,0,1145,17,5,0
2,19,1,0,604,13,4,0
5,18,1,0,813,15,3,1
2,20,1,1,848,15,4,1
0,18,2,1,655,14,5,1
3,22,1,0,1125,17,3,0
0,18,2,0,490,12,5,0
7,19,1,0,730,13,3,0
1,21,1,1,1004,15,4,1
2,20,1,0,724,14,4,0
0,20,2,1,776,15,5,1
4,20,1,0,718,13,3,1
0,18,2,1,782,15,5,0
3,21,1,0,1142,18,3,1
2,20,1,0,676,13,4,0
6,20,1,0,778,16,3,1
1,20,1,1,620,12,4,1
3,20,1,0,808,15,3,0
0,20,2,2,1022,17,5,0
2,20,1,0,697,12,4,1
0,22,2,0,1106,17,4,0
0,18,2,2,658,14,6,0
1,19,1,1,632,13,4,0
7,19,1,0,678,12,3,1
1,18,2,0,618,13,4,0
8,22,1,0,1118,16,3,1
0,17,2,0,526,12,4,0
7,21,1,0,757,14,3,1
0,22,2,0,958,14,4,1
3,21,1,0,966,15,3,1
0,19,2,2,946,17,5,0
1,19,1,1,743,14,4,1
1,20,2,1,835,16,4,0
0,22,2,0,901,16,4,1
6,20,1,0,900,15,3,0
5,17,1,0,575,14,3,1
4,19,1,0,858,15,3,1
0,20,3,0,1063,17,5,0
1,19,1,2,929,16,4,0
11,24,1,0,1412,19,2,1
2,20,1,0,971,15,4,0
0,19,2,0,693,13,5,0
0,20,2,0,857,14,4,1
1,19,1,1,691,13,4,0
0,19,2,0,820,15,4,0
1,19,1,1,806,16,4,0
2,17,1,2,581,14,4,0
1,20,1,3,793,15,5,0
1,20,1,1,918,15,4,0
1,16,1,1,466,10,4,1
1,18,1,1,608,13,5,0
0,23,2,0,1447,19,3,0
1,16,1,3,387,10,5,0
6,22,1,0,1288,17,3,1
0,19,2,1,561,11,5,1
9,24,1,0,1482,17,2,1
4,19,1,0,752,13,3,1
0,19,2,0,834,16,5,0
3,20,1,0,776,14,3,1
1,20,1,1,781,13,3,1
0,17,3,1,443,12,7,0
0,17,2,0,516,13,4,0
2,17,1,0,534,13,5,0
1,20,1,2,802,14,4,1
1,19,1,1,811,16,4,1
1,20,2,0,897,16,4,0
0,21,2,2,915,16,4,0
1,20,1,1,895,16,4,0
5,20,1,0,728,13,3,0
1,20,1,1,857,15,4,1
6,18,1,0,667,14,3,1
4,18,1,0,504,12,4,1
8,23,1,0,1286,18,3,0
5,19,1,0,747,13,3,1
6,20,1,0,790,14,3,1
2,21,1,1,1232,19,3,1
2,19,1,0,507,13,4,1
0,21,2,1,758,15,4,0
1,18,2,0,600,11,4,1
1,20,2,1,964,16,4,0
3,20,1,0,778,13,3,1
5,17,1,0,576,11,3,1
7,22,1,0,1003,16,3,0
2,20,1,0,885,17,4,0
4,19,1,0,672,14,4,1
2,20,1,0,950,16,3,0
7,19,1,0,803,13,3,1
2,18,1,0,610,12,4,1
4,21,1,0,956,16,3,1
2,20,1,1,822,15,4,0
3,18,1,0,601,12,4,1
2,20,1,0,799,14,4,1
1,18,2,0,662,13,4,0
2,18,1,0,607,13,4,1
3,18,1,0,624,12,4,1
3,16,2,0,507,14,4,1
1,18,1,1,663,15,3,1
1,22,1,1,1051,15,3,1
0,21,2,1,1296,19,4,0
2,20,1,1,694,15,4,1
3,20,1,0,935,16,3,0
9,22,1,0,839,14,3,1
3,18,1,0,517,11,4,1
4,19,1,0,593,12,4,1
3,21,1,0,883,15,3,0
0,19,2,1,859,16,5,0
0,23,2,0,1685,20,3,0
1,21,1,1,802,14,3,1
4,16,1,0,440,13,4,1
4,20,1,0,895,16,3,1
1,20,1,1,755,14,4,1
0,19,2,1,739,15,5,0
2,17,1,0,516,11,4,1
5,19,1,0,853,15,3,1
5,16,1,0,358,9,4,1
1,21,1,1,865,15,4,0
1,16,1,1,476,13,5,0
0,19,2,0,865,15,5,0
3,16,1,0,477,12,4,1
2,17,1,0,502,12,4,1
0,19,2,0,763,14,4,0
6,18,1,0,545,11,3,1
0,19,2,0,737,13,4,1
0,21,2,0,1035,17,3,1
2,17,1,0,505,12,4,1
3,20,1,0,893,16,3,1
2,20,1,1,808,15,4,0
2,17,1,0,570,13,4,1
1,20,1,1,782,14,3,1
4,14,1,1,282,10,4,0
2,21,1,1,1135,18,3,0
1,21,1,1,961,15,3,0
